N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
112,네오위즈,"26,300",상승,700,+2.73%,500,"105,812","2,753","26,250","5,748",329,-70.51,500,"84,979","25,800","26,300","6,200",4.20,500,"26,300","20,935","1,011",-70,12.28,500,"25,700","18,733","21,857","3,668",-373,500,N/A
113,바이넥스,"17,570",하락,450,-2.50%,500,"486,786","8,590","17,570","5,743",-308,-22.38,500,"848,756","18,340","17,580","2,794","-3,050.79",500,"18,340","7,713",978,-352,6.53,500,"17,350","2,155","32,684","1,301",-785,500,N/A
114,메가스터디교육,"52,800",하락,200,-0.38%,100,"24,669","1,306","52,500","5,687","1,236",12.10,100,"14,813","54,000","52,800","8,783",-2.99,100,"54,000",487,"4,116",502,29.04,100,"52,000","2,140","10,771","9,422","4,363",100,"1,500"
115,씨아이에스,"7,290",상승,120,+1.67%,100,"274,556","1,998","7,280","5,640",593,9.30,100,"235,741","7,250","7,290","7,338",52.39,100,"7,370","11,463","2,551",562,8.22,100,"7,200","27,592","77,372","5,085",784,100,N/A
116,차바이오텍,"10,010",상승,140,+1.42%,500,"247,312","2,488","10,010","5,637",-597,-44.69,500,"1,000,099","10,010","10,020","21,944",-523.82,500,"10,150","9,963","14,755",-146,6.14,500,"9,950","8,088","56,314","10,450",-224,500,0
117,코스메카코리아,"52,200",하락,700,-1.32%,500,"107,547","5,661","52,200","5,575",604,13.39,500,"213,731","53,400","52,300","5,179",22.80,500,"53,500","4,425","2,103",537,13.60,500,"51,800","3,949","10,680","5,243","3,897",500,100
118,넥스틴,"52,900",하락,200,-0.38%,500,"117,176","6,274","52,900","5,542",470,20.70,500,"36,115","54,000","53,000","1,898",29.89,500,"55,300","8,687",322,384,12.95,500,"52,500","1,651","10,477","1,137","2,555",500,500
119,제룡전기,"34,500",상승,"1,200",+3.60%,500,"160,948","5,525","34,450","5,542",978,7.60,500,"174,195","33,850","34,500","2,418",39.48,500,"34,600","6,845",451,799,13.29,500,"33,850","17,941","16,062","2,627","4,539",500,"1,000"
120,서부T&D,"8,350",상승,130,+1.58%,500,"690,814","5,824","8,340","5,505",480,16.34,500,"856,071","8,320","8,350","28,945",28.91,500,"8,550","16,861","16,536",647,11.59,500,"8,300","9,488","65,927","1,875",511,500,100
121,피에스케이,"18,960",상승,570,+3.10%,500,"206,776","3,935","18,930","5,492",839,7.00,500,"104,808","18,740","18,960","5,694",55.08,500,"19,250","1,916",976,791,25.36,500,"18,710","2,270","28,967","3,981","2,708",500,400
122,태웅,"27,400",하락,100,-0.36%,500,"711,967","18,837","27,350","5,482",228,28.10,500,"12,252,677","26,900","27,400","8,126",-42.28,500,"27,400","23,846","2,081",247,8.09,500,"25,850","27,014","20,007","3,863",975,500,N/A
123,두산테스나,"27,750",보합,0,0.00%,500,"274,375","7,612","27,750","5,363",379,39.64,500,"493,364","27,750","27,850","7,877",N/A,500,"28,200","19,267","3,500",368,4.58,500,"27,100","9,941","19,327","3,731",700,500,160
124,쎄트렉아이,"48,600",상승,"1,150",+2.42%,500,"41,034","1,977","48,550","5,322",-31,43.39,500,"39,051","47,900","48,600","4,470",29.44,500,"48,800","5,742","2,230",62,6.36,500,"46,500","2,029","10,951","1,713","1,120",500,190
125,현대바이오,"11,010",상승,180,+1.66%,500,"189,206","2,080","11,010","5,287",8,-33.26,500,"225,503","10,980","11,020",677,108.08,500,"11,070","5,522",283,-69,9.80,500,"10,830","7,606","48,022",151,-331,500,N/A
126,파두,"10,480",상승,380,+3.76%,100,"139,845","1,477","10,480","5,180",-950,-5.91,100,"79,776","10,280","10,540","1,344",-62.28,100,"10,730","3,545",365,-915,6.16,100,"10,200","2,521","49,428",435,"-1,772",100,0
127,솔트룩스,"42,500",상승,"7,650",+21.95%,500,"4,273,367","173,537","42,450","5,155",-66,-98.38,500,"1,028,340","39,950","42,500",932,28.63,500,"43,150","25,333",206,-59,2.03,500,"36,300","20,024","12,131",459,-432,500,N/A
128,데브시스터즈,"42,150",하락,650,-1.52%,500,"67,666","2,874","42,150","5,144",272,17.72,500,"102,682","43,650","42,200","2,604",156.64,500,"43,700","1,334","1,062",283,10.17,500,"42,050","1,752","12,203","2,362","2,379",500,0
129,티앤엘,"62,900",보합,0,0.00%,500,"61,383","3,866","62,900","5,113",570,9.27,500,"41,704","64,000","63,000","1,971",84.69,500,"64,000","3,677",256,464,14.95,500,"62,200","4,521","8,128","1,749","6,787",500,750
130,에코프로에이치엔,"24,300",상승,400,+1.67%,500,"103,648","2,549","24,300","5,097",242,23.87,500,"49,713","24,300","24,350","4,667",-42.02,500,"25,000","4,674","1,704",215,9.94,500,"24,200","3,370","20,975","2,345","1,018",500,300
131,SFA반도체,"3,095",상승,70,+2.31%,500,"336,707","1,048","3,095","5,090",0,-206.33,500,"370,463","3,085","3,100","6,235",99.77,500,"3,140","21,118","1,256",205,3.90,500,"3,065","42,671","164,460","4,005",-15,500,N/A
132,태광,"19,050",상승,170,+0.90%,500,"211,649","3,990","19,040","5,048",399,12.97,500,"130,739","19,020","19,050","6,603",-30.93,500,"19,150","2,153",509,461,13.56,500,"18,400","4,148","26,500","2,668","1,469",500,250
133,하나머티리얼즈,"25,350",하락,50,-0.20%,500,"173,006","4,436","25,350","5,014",434,15.46,500,"52,054","26,000","25,400","5,739",5.16,500,"26,300","4,890","2,201",318,20.04,500,"25,050","3,666","19,778","2,516","1,640",500,250
134,컴투스,"38,950",상승,950,+2.50%,500,"59,453","2,314","38,950","4,961",61,-4.44,500,"46,346","38,450","39,000","16,460",118.47,500,"39,250","1,781","5,961","-1,520",13.25,500,"38,400","4,122","12,738","6,939","-8,768",500,"1,300"
135,감성코퍼레이션,"5,330",상승,10,+0.19%,500,"967,559","5,161","5,330","4,877",361,16.35,500,"1,529,552","5,320","5,340","1,543",11.82,500,"5,440","32,299",419,293,12.82,500,"5,250","14,953","91,500","2,204",326,500,0
136,지엔씨에너지,"29,600",상승,"2,600",+9.63%,500,"712,749","20,785","29,550","4,869",317,10.12,500,"234,581","28,850","29,600","2,652",187.62,500,"29,850","7,924","1,038",389,7.36,500,"27,800","24,790","16,449","2,263","2,924",500,100
137,인텔리안테크,"45,250",하락,250,-0.55%,500,"96,422","4,395","45,250","4,857",-194,-39.59,500,"89,869","45,900","45,350","4,407",-281.28,500,"46,400","2,650","1,761",-30,11.81,500,"44,750","1,380","10,733","2,578","-1,143",500,100
138,큐리옥스바이오시스템즈,"30,000",하락,"1,700",-5.36%,500,"127,486","3,871","29,950","4,845",-134,-53.38,500,"170,728","30,900","30,000",706,-26.72,500,"31,300","6,800",219,-81,14.55,500,"29,850","4,012","16,149",46,-562,500,N/A
139,현대무벡스,"4,090",상승,235,+6.10%,100,"606,109","2,479","4,085","4,820",246,21.76,100,"141,893","3,940","4,090","2,989",493.03,100,"4,185","35,458","1,267",269,2.84,100,"3,935","11,127","117,846","3,414",188,100,50
140,웹젠,"13,890",하락,60,-0.43%,500,"102,268","1,444","13,890","4,806",546,12.90,500,"61,873","14,230","13,900","7,509",9.32,500,"14,390","3,210",783,568,29.91,500,"13,820","1,219","34,601","2,147","1,077",500,300
141,유바이오로직스,"13,090",상승,300,+2.35%,500,"247,463","3,229","13,080","4,794",343,12.44,500,"267,722","13,000","13,090","2,021",345.78,500,"13,260","1,544",701,190,7.81,500,"12,820","5,237","36,624",960,"1,052",500,0
142,원익홀딩스,"6,130",상승,800,+15.01%,500,"30,954,491","186,093","6,130","4,735",306,-11.08,500,"3,204,369","5,420","6,140","18,901",-33.12,500,"6,250","149,624","6,416",-611,3.82,500,"5,390","274,315","77,238","6,455",-553,500,N/A
143,바이오다인,"15,890",하락,400,-2.46%,500,"99,472","1,576","15,870","4,730",-17,"-2,270.00",500,"85,038","16,150","15,890",443,15.65,500,"16,250","3,433",11,0,3.81,500,"15,500","1,022","29,764",53,-7,500,N/A
144,가온칩스,"40,700",상승,"1,600",+4.09%,500,"46,087","1,866","40,650","4,720",35,203.50,500,"21,111","40,250","40,700","1,127",-19.00,500,"40,750","1,442",434,75,0.96,500,"40,000","3,586","11,597",965,200,500,N/A
145,아스테라시스,"12,700",상승,310,+2.50%,100,"323,655","4,092","12,680","4,655",67,73.41,100,"392,114","12,430","12,700",247,328.57,100,"12,810","1,955",51,54,3.38,100,"12,300","17,315","36,655",288,173,100,32
146,포스코엠텍,"11,140",상승,140,+1.27%,500,"101,582","1,136","11,140","4,639",14,-265.24,500,"83,075","11,040","11,160","1,498",-68.30,500,"11,290","2,019",379,6,6.18,500,"10,560","5,629","41,643","3,466",-42,500,20
147,미코,"13,850",상승,820,+6.29%,500,"629,585","8,557","13,840","4,628",946,15.94,500,"401,456","13,400","13,850","13,927",216.51,500,"13,940","7,846","8,598",765,11.74,500,"13,080","5,169","33,417","5,405",869,500,N/A
148,제주반도체,"13,410",상승,370,+2.84%,500,"380,596","5,102","13,400","4,619",96,27.94,500,"172,334","13,250","13,410","2,254",-46.29,500,"13,550","5,328",412,194,0.00,500,"13,250","15,030","34,443","1,623",480,500,N/A
149,신라젠,"3,330",상승,45,+1.37%,500,"492,420","1,626","3,325","4,600",-268,-16.40,500,"542,525","3,250","3,330","1,490",-25.40,500,"3,345","22,027",172,-265,2.39,500,"3,250","42,770","138,130",39,-203,500,0
150,에스티큐브,"6,740",상승,140,+2.12%,500,"171,492","1,135","6,700","4,582",-226,-18.62,500,"103,458","6,650","6,740","1,119",13.15,500,"6,860","5,711",176,-214,3.82,500,"6,450","21,173","67,983",113,-362,500,N/A
151,콜마비앤에이치,"15,440",상승,170,+1.11%,500,"103,225","1,586","15,430","4,542",246,35.82,500,"152,948","15,490","15,440","6,909",-18.62,500,"15,600","2,361","2,956",172,2.83,500,"15,180","1,687","29,416","6,156",431,500,308
152,아이센스,"16,380",상승,560,+3.54%,500,"108,709","1,763","16,360","4,540",27,420.00,500,"47,298","16,270","16,380","5,909",-75.68,500,"16,470","1,715","2,479",-20,25.91,500,"15,850","5,677","27,715","2,911",39,500,100
153,케이엠더블유,"11,330",상승,270,+2.44%,500,"536,084","5,961","11,320","4,512",-455,-13.27,500,"895,947","10,990","11,330","2,690",27.65,500,"11,380","5,423","1,254",-386,5.97,500,"10,820","10,822","39,821",874,-854,500,N/A
154,성우하이텍,"5,630",상승,150,+2.74%,500,"284,445","1,584","5,620","4,504","2,059",3.04,500,"264,976","5,550","5,630","45,631",-19.81,500,"5,630","24,127","27,210","1,351",6.07,500,"5,520","11,317","80,000","42,451","1,855",500,150
155,이녹스첨단소재,"22,250",상승,600,+2.77%,500,"90,288","2,015","22,200","4,501",868,5.92,500,"146,886","22,100","22,250","8,260",105.88,500,"22,550","4,154","3,574",701,14.57,500,"22,000","8,639","20,228","4,228","3,759",500,350
156,테스,"22,700",상승,350,+1.57%,500,"104,560","2,403","22,700","4,487",385,8.69,500,"91,513","22,700","22,750","3,812",756.34,500,"23,350","3,497",506,427,6.85,500,"22,600","3,622","19,768","2,401","2,611",500,600
157,클로봇,"18,180",상승,650,+3.71%,500,"520,671","9,440","18,170","4,482",-75,-58.08,500,"247,929","18,110","18,180",695,-29.94,500,"18,320","7,268",95,-67,0.34,500,"17,920","10,814","24,651",334,-313,500,N/A
158,원익QnC,"16,970",상승,460,+2.79%,500,"160,105","2,722","16,970","4,461",906,8.91,500,"139,291","16,790","16,990","15,347",9.19,500,"17,140","2,121","9,654",615,4.95,500,"16,750","5,516","26,288","8,915","1,905",500,100
159,이뮨온시아,"6,100",하락,280,-4.39%,500,"1,863,133","11,570","6,090","4,453",-126,N/A,500,"3,256,571","6,470","6,100",262,-6.80,500,"6,490","82,076",68,-57,0.25,500,"6,060","29,796","73,004",7,N/A,500,0
160,티에스이,"39,950",상승,150,+0.38%,500,"46,650","1,877","39,900","4,419",399,9.59,500,"14,147","40,500","39,950","5,194","1,776.34",500,"40,950","3,695","1,197",450,5.87,500,"39,700","5,082","11,061","3,481","4,165",500,400
161,한텍,"39,650",하락,750,-1.86%,"5,000","336,909","13,583","39,650","4,410",168,13.30,"5,000","375,463","40,300","39,700","2,075",10.40,"5,000","41,400","13,632",958,263,3.98,"5,000","39,500","3,804","11,121","1,559","2,981","5,000",450
162,한국기업평가,"96,400",상승,400,+0.42%,"5,000","3,303",317,"96,000","4,377",327,17.36,"5,000","4,368","95,800","96,400","1,753",26.48,"5,000","96,500",491,405,286,80.78,"5,000","95,400",705,"4,541","1,041","5,552","5,000","3,954"
163,삼현,"13,760",상승,430,+3.23%,500,"152,409","2,079","13,750","4,363",55,48.79,500,"103,796","13,470","13,760","1,403",N/A,500,"13,770","3,703",251,83,0.73,500,"13,380","11,087","31,708","1,004",282,500,50
164,코엔텍,"8,940",보합,0,0.00%,500,0,0,0,"4,343",305,16.93,500,0,0,0,"2,335",-11.33,500,0,0,514,263,7.64,500,0,0,"48,581",805,528,500,0
165,동화기업,"8,550",상승,150,+1.79%,200,"137,243","1,181","8,550","4,323",167,-19.52,200,"106,018","8,440","8,560","23,972",200.80,200,"8,760","2,701","14,194",-162,50.36,200,"8,440","2,374","50,557","9,180",-438,200,N/A
166,이엔에프테크놀로지,"29,950",상승,"1,150",+3.99%,500,"138,360","4,152","29,900","4,279",593,10.66,500,"81,065","29,500","29,950","7,236",148.52,500,"30,400","4,010","3,222",297,6.50,500,"29,450","7,892","14,288","5,824","2,810",500,150
167,글로벌텍스프리,"6,080",보합,0,0.00%,500,"736,437","4,459","6,080","4,273",218,35.98,500,"848,519","6,150","6,090","1,745",121.88,500,"6,210","33,492",462,63,15.82,500,"5,960","24,133","70,283","1,297",169,500,N/A
168,바이오플러스,"6,990",하락,20,-0.29%,500,"446,870","3,112","6,990","4,229",237,21.71,500,"482,215","7,020","7,000","2,643",-15.55,500,"7,060","34,552","1,166",175,8.60,500,"6,840","8,532","60,500",664,322,500,50
169,쏠리드,"6,910",상승,260,+3.91%,500,"910,635","6,282","6,910","4,222",351,13.74,500,"763,028","6,730","6,920","4,968",-3.11,500,"6,960","46,260","1,740",462,9.25,500,"6,720","62,459","61,095","3,311",503,500,50
170,유진로봇,"11,250",상승,450,+4.17%,500,"1,709,172","19,465","11,240","4,220",-42,-86.54,500,"658,244","11,900","11,250",547,20.92,500,"11,900","18,008",190,-32,13.38,500,"11,070","9,387","37,512",260,-130,500,N/A
171,유티아이,"23,300",상승,800,+3.56%,500,"60,552","1,398","23,150","4,183",-322,-15.44,500,"41,896","23,000","23,300","1,606",-63.41,500,"23,400","11,120",861,-227,13.09,500,"22,600","6,924","17,953",186,"-1,509",500,N/A
172,큐로셀,"29,200",하락,800,-2.67%,500,"37,282","1,102","29,150","4,182",-106,-11.62,500,"25,289","30,450","29,200",515,-138.14,500,"30,600","9,626",490,-77,1.03,500,"29,150","3,403","14,324",0,"-2,512",500,0
173,인벤티지랩,"39,000",하락,"3,950",-9.20%,500,"643,970","25,308","39,000","4,167",-190,-21.49,500,"613,435","38,950","39,050",723,-18.81,500,"41,100","5,752",397,-170,1.56,500,"37,850","3,312","10,684",18,"-1,815",500,0
174,골프존,"66,200",상승,800,+1.22%,500,"16,185","1,071","65,800","4,154",958,8.28,500,"7,473","65,800","66,200","6,655",-16.34,500,"66,600",643,"2,188",420,22.47,500,"65,500","2,419","6,275","6,200","7,991",500,"4,000"
175,서희건설,"1,806",상승,27,+1.52%,500,"630,668","1,137","1,805","4,150","2,357",3.77,500,"390,438","1,780","1,806","15,406",3.30,500,"1,822","3,522","5,668","1,593",5.32,500,"1,774","18,886","229,808","14,736",479,500,45
176,네오셈,"9,460",상승,160,+1.72%,100,"194,987","1,856","9,460","4,150",165,23.83,100,"133,852","9,480","9,480","1,419",103.63,100,"9,610","13,729",260,192,0.00,100,"9,430","7,060","43,869","1,052",397,100,60
177,에코앤드림,"23,300",상승,700,+3.10%,500,"123,119","2,888","23,250","4,144",5,26.33,500,"67,153","23,100","23,300","4,058",116.42,500,"23,900","3,935","1,841",135,0.95,500,"23,000","4,554","17,786","1,049",885,500,N/A
178,바이오니아,"15,980",하락,40,-0.25%,500,"110,692","1,785","15,970","4,124",-134,-20.75,500,"129,330","16,260","15,980","3,322","-1,794.54",500,"16,340","12,533","1,053",-190,7.42,500,"15,970","3,784","25,810","2,940",-770,500,N/A
179,대명에너지,"24,050",상승,250,+1.05%,100,"441,907","10,585","24,000","4,101",97,34.60,100,"470,424","25,500","24,050","3,699",-42.03,100,"25,700","9,127","2,412",78,0.63,100,"22,900","9,436","17,050",678,695,100,N/A
180,큐렉소,"9,930",상승,540,+5.75%,500,"338,710","3,328","9,920","4,080",-58,-55.79,500,"91,440","9,540","9,930","1,026",-612.71,500,"10,060","5,790",92,-88,2.50,500,"9,400","29,793","41,090",555,-178,500,N/A
181,제우스,"13,140",상승,250,+1.94%,500,"167,374","2,197","13,140","4,076",492,10.29,500,"141,675","13,010","13,150","6,409",588.24,500,"13,190","11,614","2,586",431,4.00,500,"13,010","6,431","31,017","4,908","1,277",500,100
182,동운아나텍,"19,490",상승,400,+2.10%,500,"62,634","1,216","19,490","4,075",175,30.03,500,"79,471","19,170","19,500",988,-30.43,500,"19,560","2,282",275,247,5.37,500,"19,170","6,467","20,910","1,383",649,500,109
183,성일하이텍,"32,750",상승,500,+1.55%,500,"36,885","1,224","32,700","3,988",-714,-3.43,500,"22,325","33,000","32,750","6,795",-756.19,500,"33,800","1,258","4,547","-1,125",2.39,500,"32,700","1,930","12,176","1,362","-9,553",500,0
184,셀바스AI,"14,750",상승,"1,130",+8.30%,500,"1,545,182","22,542","14,750","3,970",8,-64.41,500,"288,873","14,430","14,760","3,121",-80.43,500,"14,950","14,576",492,-10,2.09,500,"14,000","8,936","26,915","1,125",-229,500,N/A
185,케이아이엔엑스,"80,400",상승,"1,400",+1.77%,500,"16,447","1,320","80,300","3,924",237,22.87,500,"14,383","80,000","80,400","3,368",-10.67,500,"81,200",645,"1,068",183,28.70,500,"79,300","2,179","4,880","1,389","3,516",500,600
186,서울반도체,"6,710",상승,140,+2.13%,500,"143,150",961,"6,710","3,912",8,-14.49,500,"47,446","6,610","6,720","12,612",101.61,500,"6,810","12,803","5,602",-19,9.17,500,"6,610","10,972","58,305","10,905",-463,500,N/A
187,코미팜,"5,360",상승,110,+2.10%,100,"79,485",425,"5,360","3,883",62,30.63,100,"104,405","5,260","5,380","1,228",198.72,100,"5,410","22,993",572,147,4.90,100,"5,260","10,324","72,440",588,175,100,0
188,코난테크놀로지,"33,650",상한가,"7,750",+29.92%,500,"1,201,778","38,387","33,650","3,859",-141,-33.42,500,"99,751","29,350",0,444,-28.30,500,"33,650","11,566",248,-136,0.38,500,"27,650",0,"11,467",263,"-1,007",500,N/A
189,에프에스티,"17,510",상승,350,+2.04%,500,"65,572","1,161","17,500","3,845",23,45.48,500,"51,321","17,640","17,510","5,061",121.21,500,"18,020","2,461","2,620",-16,4.92,500,"17,430",888,"21,956","2,374",385,500,5
190,에이프릴바이오,"16,840",하락,240,-1.41%,"1,000","206,265","3,465","16,840","3,794",169,16.46,"1,000","127,225","16,950","16,940",996,226.00,"1,000","17,200","5,053",86,200,5.56,"1,000","16,410","1,200","22,528",275,"1,023","1,000",0
191,퓨쳐켐,"17,080",보합,0,0.00%,500,"107,741","1,837","17,080","3,775",-95,-38.04,500,"150,712","17,070","17,170",744,-12.55,500,"17,280","2,847",199,-94,3.32,500,"16,850","1,389","22,102",173,-449,500,N/A
192,파트론,"6,620",보합,0,0.00%,500,"196,776","1,301","6,610","3,773",617,8.35,500,"63,674","6,640","6,620","7,433",48.05,500,"6,650","58,039","1,878",559,16.30,500,"6,580","10,344","57,000","14,864",793,500,300
193,바디텍메드,"15,890",하락,80,-0.50%,"1,000","107,843","1,714","15,890","3,732",262,13.39,"1,000","96,632","16,120","15,940","2,547",-8.17,"1,000","16,120","4,111",316,272,2.90,"1,000","15,610","2,620","23,487","1,382","1,187","1,000",150
194,한국비엔씨,"5,440",하락,450,-7.64%,100,"2,618,511","14,506","5,430","3,721",107,23.55,100,"15,537,078","5,760","5,440","2,671",77.07,100,"5,760","76,841",306,133,4.36,100,"5,410","57,850","68,395",892,231,100,N/A
195,넥스트바이오메디컬,"45,550",하락,200,-0.44%,500,"82,236","3,755","45,550","3,702",-36,118.01,500,"444,062","45,150","45,600",588,31.60,500,"46,750","5,797",137,29,6.93,500,"44,950","1,462","8,127",95,386,500,0
196,덕산테코피아,"18,070",상승,300,+1.69%,500,"110,330","2,021","18,060","3,700",-302,-6.21,500,"76,978","18,000","18,070","6,630",-385.42,500,"18,730","2,743","4,572",-726,4.39,500,"17,950",316,"20,477",997,"-2,911",500,N/A
197,인화정공,"38,150",상승,350,+0.93%,500,"25,290",961,"38,150","3,668",103,-23.58,500,"20,983","38,000","38,350","4,303",110.01,500,"38,450",712,"1,703",400,1.06,500,"37,200","1,607","9,616",928,"-1,618",500,700
198,천보,"36,650",상승,850,+2.37%,500,"24,391",904,"36,600","3,665",-228,-128.15,500,"20,914","36,900","36,650","10,079",-182.81,500,"37,800",830,"5,929",-323,3.88,500,"36,400","1,187","10,000","1,449",-286,500,N/A
199,스피어,"9,500",상승,280,+3.04%,500,"347,645","3,238","9,470","3,658",-64,-17.12,500,"159,928","9,220","9,500",446,29.77,500,"9,640","3,442",134,-170,0.95,500,"8,790","2,744","38,501",26,-555,500,0
200,씨앤씨인터내셔널,"36,350",상승,600,+1.68%,100,"83,057","3,028","36,300","3,640",290,14.46,100,"80,197","36,100","36,350","2,951",-9.75,100,"37,300","4,396",893,324,5.23,100,"35,650","2,245","10,014","2,829","2,514",100,"1,000"
201,우리기술,"2,190",보합,0,0.00%,500,"6,858,442","14,884","2,190","3,606",6,-47.61,500,"6,856,873","2,185","2,195","2,655",-91.71,500,"2,230","355,886","1,534",-44,2.13,500,"2,120","238,162","164,677",713,-46,500,N/A
202,오름테라퓨틱,"17,100",하락,290,-1.67%,100,"555,512","9,440","17,090","3,603",-83,-46.98,100,"767,318","17,390","17,100","1,538",-108.72,100,"18,240","4,926",321,-57,2.38,100,"16,510",615,"21,069",209,-364,100,0
203,코오롱생명과학,"29,000",상승,400,+1.40%,500,"37,302","1,063","28,950","3,603",-221,-4.53,500,"34,178","28,200","29,000","4,196",8.35,500,"29,050","2,996","2,702",-931,2.65,500,"27,700","2,881","12,423","1,614","-6,402",500,N/A
204,나우로보틱스,"28,700",상승,"1,350",+4.94%,500,"2,845,857","83,662","28,650","3,601",-29,-65.23,500,"795,179","27,850","28,700",163,47.80,500,"30,900","18,157",105,-37,0.30,500,"27,450","13,573","12,548",121,-440,500,0
205,엔젤로보틱스,"23,700",상승,800,+3.49%,500,"48,715","1,147","23,650","3,598",-108,-34.70,500,"30,409","23,300","23,700",439,-66.88,500,"23,850","4,895",35,-100,2.13,500,"23,150","6,084","15,183",42,-683,500,0
206,선익시스템,"37,700",상승,400,+1.07%,500,"63,526","2,406","37,700","3,595",79,-15.75,500,"40,428","37,900","37,750","3,029",294.87,500,"38,300","4,709","2,565",-281,1.75,500,"37,500","2,282","9,537","1,129","-2,393",500,N/A
207,갤럭시아머니트리,"9,010",상승,370,+4.28%,500,"1,975,421","17,598","9,010","3,535",132,166.85,500,"1,115,157","9,010","9,020","3,646",43.07,500,"9,100","24,084","2,525",6,1.62,500,"8,510","40,520","39,230","1,288",54,500,45
208,켐트로닉스,"23,050",상승,"1,000",+4.54%,500,"147,067","3,362","23,050","3,535",373,19.16,500,"96,887","22,450","23,100","6,417",95.24,500,"23,100","11,669","4,066",214,7.58,500,"22,400","26,772","15,334","5,752","1,203",500,200
209,지씨셀,"22,350",상승,300,+1.36%,500,"44,918",996,"22,250","3,531",-200,-4.29,500,"207,722","21,750","22,350","5,783",-590.55,500,"22,500","3,507","1,160",-757,4.58,500,"21,750","7,769","15,800","1,745","-5,205",500,N/A
210,큐리언트,"10,400",하락,600,-5.45%,500,"259,741","2,757","10,400","3,507",-275,-14.11,500,"174,044","11,010","10,420",656,-18.37,500,"11,400","2,304",54,-245,3.12,500,"10,170","4,978","33,726",92,-737,500,0
211,킵스파마,"18,330",상승,"1,940",+11.84%,500,"879,946","15,156","18,330","3,497",62,-47.24,500,"586,863","16,320","18,340","1,652",103.14,500,"18,690","6,410","1,020",16,2.99,500,"15,510","23,043","19,076","1,276",-388,500,0
212,GST,"18,940",상승,820,+4.53%,500,"179,132","3,372","18,930","3,491",591,7.79,500,"158,748","18,400","18,940","3,348",38.89,500,"18,980","3,336",665,459,8.70,500,"18,400","10,853","18,430","3,462","2,430",500,300
213,하이록코리아,"28,350",상승,200,+0.71%,500,"48,151","1,353","28,250","3,486",501,8.15,500,"45,228","28,100","28,350","4,727",-3.39,500,"28,350","10,688",367,480,26.75,500,"27,750","3,481","12,295","1,905","3,480",500,"1,150"
214,삼표시멘트,"3,230",상승,110,+3.53%,500,"166,075",532,"3,225","3,486","1,039",6.37,500,"70,333","3,155","3,230","14,851",22.70,500,"3,230","8,053","7,289",661,1.85,500,"3,145","11,885","107,916","7,908",507,500,110
215,노머스,"31,950",상승,100,+0.31%,500,"119,916","3,837","31,850","3,475",82,31.26,500,"199,744","32,600","31,950",988,"4,101.07",500,"32,600","6,708",127,99,7.51,500,"31,525","5,687","10,876",689,"1,022",500,0
216,삼목에스폼,"23,500",상승,"2,200",+10.33%,500,"88,746","2,038","23,450","3,454",753,7.31,500,"17,488","21,400","23,500","7,813",-39.33,500,"23,750","4,030","1,366",734,2.85,500,"21,350","4,933","14,700","4,019","3,216",500,200
217,휴온스,"28,600",상승,400,+1.42%,500,"14,554",415,"28,550","3,426",397,10.75,500,"15,045","28,200","28,600","6,063",-29.12,500,"28,800","4,761","2,557",291,17.68,500,"28,200","2,945","11,980","5,902","2,661",500,630
218,기가비스,"26,800",상승,850,+3.28%,200,"18,835",507,"26,800","3,397",-18,117.54,200,"8,381","26,500","26,950","2,297",-105.10,200,"27,250","1,984",240,34,1.71,200,"26,450","3,786","12,676",261,228,200,800
219,칩스앤미디어,"15,940",상승,460,+2.97%,500,"107,249","1,705","15,940","3,372",53,38.97,500,"52,267","16,280","15,950",840,-32.06,500,"16,280","4,937",82,100,2.68,500,"15,660","1,522","21,157",271,409,500,100
220,하림,"3,170",상승,40,+1.28%,500,"1,136,761","3,576","3,165","3,367",285,-166.84,500,"892,959","3,115","3,170","8,328",-29.51,500,"3,170","150,601","5,437",-123,3.66,500,"3,115","79,707","106,210","12,854",-19,500,N/A
221,나이벡,"30,500",하락,"3,800",-11.08%,500,"595,922","18,609","30,500","3,365",-49,-29.10,500,"525,189","32,400","30,550",625,-120.87,500,"32,650","12,516",302,-93,1.62,500,"30,200","6,181","11,032",246,"-1,048",500,0
222,메디포스트,"9,800",상승,110,+1.14%,500,"39,955",390,"9,790","3,353",-485,-5.16,500,"87,621","9,800","9,800","4,143",-93.17,500,"9,890","6,442","1,617",-634,4.76,500,"9,610","3,110","34,218",707,"-1,899",500,N/A
223,노바렉스,"17,700",상승,10,+0.06%,500,"233,014","4,105","17,690","3,320",232,12.57,500,"1,506,782","17,490","17,700","2,896",-9.06,500,"17,920","13,297",693,238,5.69,500,"17,240","6,151","18,755","2,977","1,408",500,200
224,인바디,"24,550",하락,450,-1.80%,500,"33,481",824,"24,500","3,310",367,10.71,500,"39,280","25,000","24,550","3,058",-4.20,500,"25,200","6,326",319,327,36.65,500,"24,500","2,550","13,481","2,045","2,293",500,400
