N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
201,한솔케미칼,"131,000",하락,"1,200",-0.91%,"5,000","60,050","7,906","130,900","14,849","1,288",11.66,"5,000","76,485","132,300","131,000","14,647",3.77,"5,000","134,500","2,047","3,932","1,249",31.23,"5,000","129,700","1,404","11,335","7,764","11,232","5,000","2,100"
202,RISE 종합채권(A-이상)액티브,"109,675",하락,690,-0.63%,0,"10,014","1,098","109,670","14,694",N/A,N/A,0,"2,518","110,230","109,675",N/A,N/A,0,"110,230","16,051",N/A,N/A,0.00,0,"109,535","17,989","13,398",N/A,N/A,0,N/A
203,에스엘,"31,200",상승,800,+2.63%,500,"99,674","3,081","31,200","14,492","3,952",4.12,500,"113,703","30,500","31,250","36,989",2.33,500,"31,550","6,792","13,016","3,820",16.09,500,"30,150","2,366","46,449","49,733","7,575",500,"1,200"
204,일진전기,"30,150",상승,150,+0.50%,"1,000","344,311","10,418","30,100","14,377",797,25.46,"1,000","431,605","30,600","30,150","12,490",31.25,"1,000","30,750","24,130","7,487",462,6.94,"1,000","30,000","22,714","47,685","15,772","1,184","1,000",300
205,OCI홀딩스,"76,400",상승,"4,900",+6.85%,"5,000","210,350","15,940","76,400","14,375","1,015",-18.56,"5,000","49,292","74,000","76,500","80,937",-80.89,"5,000","77,700","2,125","32,581","1,137",16.46,"5,000","72,500","6,363","18,815","35,774","-4,116","5,000","2,200"
206,에스디바이오센서,"11,630",상승,160,+1.39%,500,"261,706","3,045","11,630","14,159",-541,-13.63,500,"216,775","11,530","11,660","38,885",78.21,500,"11,810","10,830","9,562",-981,6.41,500,"11,520","10,280","121,749","6,946",-853,500,200
207,하이트진로,"20,150",상승,310,+1.56%,"5,000","196,470","3,951","20,150","14,132","2,081",13.34,"5,000","174,460","20,000","20,200","34,415",67.97,"5,000","20,250","15,098","22,920",957,9.35,"5,000","19,980","25,373","70,134","25,992","1,510","5,000",700
208,오리온홀딩스,"22,250",상승,"3,570",+19.11%,500,"1,136,734","24,211","22,200","13,939","5,062",9.13,500,"104,959","19,790","22,250","59,332",24.86,500,"22,450","10,533","10,545","4,795",11.61,500,"19,650","19,326","62,645","31,952","2,436",500,800
209,두산우,"343,000",상승,"19,500",+6.03%,"5,000","72,326","24,368","343,000","13,708",N/A,-35.40,"5,000","63,430","327,000","343,500",N/A,N/A,"5,000","346,500","1,503",N/A,N/A,1.08,"5,000","324,000","3,225","3,996",N/A,"-9,690","5,000",N/A
210,SK리츠,"4,820",상승,20,+0.42%,500,"497,999","2,406","4,820","13,312",354,"1,205.00",500,"209,498","4,815","4,850","44,335",-1.11,500,"4,870","16,834","31,687",23,7.79,500,"4,800","95,543","276,189",524,4,500,66
211,KODEX 200선물인버스2X,"1,806",하락,108,-5.64%,0,"198,763,073","362,275","1,805","13,222",N/A,N/A,0,"181,814,907","1,859","1,806",N/A,N/A,0,"1,861","15,137,536",N/A,N/A,0.92,0,"1,802","5,736,216","732,100",N/A,N/A,0,N/A
212,RISE 200,"37,375",상승,"1,025",+2.82%,0,"987,910","36,780","37,375","13,100",N/A,N/A,0,"362,138","36,885","37,380",N/A,N/A,0,"37,400","59,654",N/A,N/A,0.05,0,"36,865","79,391","35,050",N/A,N/A,0,N/A
213,한일시멘트,"18,840",상승,780,+4.32%,500,"101,586","1,900","18,840","13,049","2,714",9.30,500,"70,324","18,380","18,890","29,883",10.09,500,"18,940","1,078","11,495","1,990",4.52,500,"18,240","5,364","69,262","17,417","2,025",500,"1,000"
214,DN오토모티브,"22,300",상승,600,+2.76%,100,"65,491","1,447","22,300","13,048","5,229",4.26,100,"46,564","21,750","22,350","50,060",6.63,100,"22,400","4,242","28,353","3,182",5.23,100,"21,750","13,301","58,511","34,345","5,240",100,"1,000"
215,TIGER 25-12 금융채(AA-이상),"51,230",상승,10,+0.02%,0,"6,975",357,"51,225","13,045",N/A,N/A,0,497,"51,230","51,230",N/A,N/A,0,"51,240","119,736",N/A,N/A,0.00,0,"51,230","118,719","25,464",N/A,N/A,0,N/A
216,한올바이오파마,"24,900",하락,850,-3.30%,500,"275,743","6,961","24,850","13,008",2,-778.12,500,"114,451","25,750","24,900","2,129",-89.58,500,"26,100","18,859",445,-18,8.03,500,"24,800","10,562","52,241","1,389",-32,500,N/A
217,GS리테일,"15,390",상승,440,+2.94%,"1,000","252,316","3,890","15,390","12,867","2,391",-57.00,"1,000","169,002","14,980","15,450","75,816",-18.05,"1,000","15,590","7,195","44,001",98,8.51,"1,000","14,980","9,063","83,607","116,269",-270,"1,000",500
218,메리츠 KIS CD금리투자 ETN,"53,910",상승,10,+0.02%,0,43,2,"53,910","12,858",N/A,N/A,0,45,"53,910","53,920",N/A,N/A,0,"53,910","39,957",N/A,N/A,0.00,0,"53,910","40,000","23,850",N/A,N/A,0,N/A
219,ACE KRX금현물,"20,770",상승,30,+0.14%,0,"866,929","18,082","20,770","12,857",N/A,N/A,0,"668,608","20,810","20,780",N/A,N/A,0,"20,940","100,923",N/A,N/A,0.71,0,"20,770","29,767","61,900",N/A,N/A,0,N/A
220,TIGER 미국30년국채커버드콜액티브(H),"7,880",하락,5,-0.06%,0,"1,300,964","10,248","7,875","12,852",N/A,N/A,0,"840,217","7,875","7,880",N/A,N/A,0,"7,890","356,755",N/A,N/A,0.02,0,"7,865","252,753","163,100",N/A,N/A,0,N/A
221,금호타이어,"4,405",상승,15,+0.34%,"5,000","560,915","2,475","4,405","12,654","5,886",3.79,"5,000","362,276","4,405","4,410","53,628",43.21,"5,000","4,455","49,187","34,580","3,516",8.47,"5,000","4,380","37,698","287,260","45,322","1,163","5,000",N/A
222,현대지에프홀딩스,"8,100",상승,710,+9.61%,500,"751,276","5,997","8,090","12,628","1,981",1.55,500,"306,043","7,510","8,100","100,849","1,895.39",500,"8,190","4,358","30,927","7,920",5.00,500,"7,510","17,740","155,904","74,093","5,233",500,210
223,이수스페셜티케미컬,"41,400",상승,650,+1.60%,"1,000","348,573","14,664","41,400","12,506",142,86.07,"1,000","338,459","41,300","41,450","2,995",332.14,"1,000","43,300","26,536","1,779",105,5.52,"1,000","41,250","3,704","30,208","3,321",481,"1,000",N/A
224,HD현대건설기계,"70,200",하락,"1,000",-1.40%,"5,000","91,886","6,479","70,200","12,399","1,904",15.80,"5,000","80,335","70,800","70,300","33,246",-25.97,"5,000","71,200","8,830","15,308",860,17.37,"5,000","69,800","7,282","17,662","34,381","4,443","5,000",500
225,HDC,"20,450",상승,950,+4.87%,"5,000","333,277","6,768","20,450","12,217","3,447",6.34,"5,000","118,865","19,500","20,500","123,983",10.25,"5,000","20,700","9,731","72,995","2,603",21.18,"5,000","19,500","14,492","59,742","62,003","3,226","5,000",350
226,대신증권,"24,000",상승,900,+3.90%,"5,000","374,311","9,024","24,000","12,186",836,14.93,"5,000","264,423","23,550","24,050","263,961",-48.18,"5,000","24,500","7,937","230,807","1,442",10.01,"5,000","23,400","18,967","50,773","40,939","1,607","5,000","1,200"
227,파라다이스,"13,210",상승,400,+3.12%,500,"572,714","7,596","13,200","12,123","1,361",15.01,500,"595,984","13,020","13,210","39,338",-6.67,500,"13,430","15,226","18,586","1,107",5.38,500,"12,970","70,355","91,772","10,721",880,500,150
228,다우기술,"26,950",상승,550,+2.08%,500,"210,972","5,712","26,950","12,092","11,747",3.41,500,"142,045","26,650","27,000","571,479",83.58,500,"27,550","7,559","508,554","8,528",24.27,500,"26,500","8,061","44,867","116,258","7,909",500,"1,400"
229,KODEX 삼성그룹,"8,885",상승,210,+2.42%,0,"514,263","4,545","8,880","12,084",N/A,N/A,0,"481,984","8,740","8,885",N/A,N/A,0,"8,885","75,330",N/A,N/A,13.55,0,"8,730","54,281","136,000",N/A,N/A,0,N/A
230,KODEX 코스닥150,"12,105",상승,85,+0.71%,0,"6,081,582","73,955","12,105","11,990",N/A,N/A,0,"7,180,038","12,125","12,110",N/A,N/A,0,"12,225","117,127",N/A,N/A,0.87,0,"12,080","130,070","99,050",N/A,N/A,0,N/A
231,가온전선,"72,200",하락,100,-0.14%,"5,000","109,286","7,830","72,200","11,944",450,21.62,"5,000","94,480","72,300","72,300","10,429",2.96,"5,000","74,000","4,003","5,892",254,2.75,"5,000","70,900","2,765","16,543","17,271","3,339","5,000",N/A
232,두산퓨얼셀,"18,040",상승,170,+0.95%,100,"477,198","8,683","18,040","11,815",-17,-72.45,100,"545,554","18,880","18,050","11,797",N/A,100,"18,880","13,713","6,808",-105,10.23,100,"17,790","5,285","65,494","4,118",-249,100,N/A
233,롯데렌탈,"32,450",하락,750,-2.26%,"5,000","70,045","2,287","32,450","11,782","2,848",9.87,"5,000","72,670","33,200","32,500","70,066",-6.68,"5,000","33,350","4,042","55,380","1,027",6.69,"5,000","32,150","9,019","36,309","27,924","3,288","5,000","1,200"
234,종근당,"85,100",하락,400,-0.47%,"2,500","18,318","1,565","85,100","11,746",995,12.33,"2,500","19,161","86,000","85,400","14,588",-59.67,"2,500","86,100","1,695","5,624","1,114",14.88,"2,500","85,000","1,080","13,803","15,864","6,903","2,500","1,050"
235,현대위아,"42,900",상승,"1,000",+2.39%,"5,000","52,508","2,243","42,850","11,667","2,188",6.46,"5,000","56,268","42,100","42,900","70,760",-6.01,"5,000","43,150","4,079","30,497","1,295",15.22,"5,000","42,000","2,827","27,195","81,809","6,638","5,000","1,100"
236,롯데에너지머티리얼즈,"22,250",상승,400,+1.83%,500,"92,117","2,043","22,200","11,651",-644,-26.39,500,"85,665","22,000","22,250","22,820",-645.89,500,"22,550","4,799","3,801",288,7.46,500,"21,950","7,945","52,365","9,023",-843,500,N/A
237,엠앤씨솔루션,"126,800",하락,"4,100",-3.13%,100,"63,229","7,986","126,700","11,607",348,37.74,100,"45,651","133,000","126,800","3,571",68.59,100,"133,400",705,"1,917",270,5.72,100,"121,000",307,"9,154","2,828","3,360",100,"1,480"
238,SK오션플랜트,"19,450",상승,240,+1.25%,500,"696,153","13,658","19,440","11,514",418,68.97,500,"481,334","20,000","19,450","14,219",-44.72,500,"20,350","6,026","7,084",169,4.85,500,"18,990","3,984","59,196","6,626",282,500,N/A
239,ACE 테슬라밸류체인액티브,"15,065",상승,290,+1.96%,0,"1,446,477","21,823","15,060","11,480",N/A,N/A,0,"2,947,647","14,960","15,065",N/A,N/A,0,"15,125","158,756",N/A,N/A,0.48,0,"14,930","141,813","76,200",N/A,N/A,0,N/A
240,코스모신소재,"35,050",상승,"1,850",+5.57%,"1,000","661,229","23,710","35,050","11,395",250,76.20,"1,000","411,520","34,000","35,100","7,845",-22.65,"1,000","37,650","7,579","2,890",176,8.83,"1,000","33,900","5,722","32,511","5,697",460,"1,000",N/A
241,한국카본,"21,750",하락,150,-0.68%,500,"518,917","11,212","21,700","11,290",454,26.79,500,"326,126","21,800","21,750","8,790",176.01,500,"21,900","33,028","4,047",203,11.57,500,"21,150","35,688","51,908","7,417",812,500,130
242,경동나비엔,"77,400",상승,"2,000",+2.65%,"1,000","49,059","3,768","77,100","11,276","1,326",8.63,"1,000","37,545","75,500","77,400","13,589",25.18,"1,000","77,800",783,"6,635","1,243",10.54,"1,000","75,500","3,071","14,569","13,539","8,968","1,000",650
243,쿠쿠홀딩스,"31,600",상승,"1,650",+5.51%,100,"57,340","1,787","31,500","11,238","1,032",8.16,100,"23,615","30,050","31,600","13,699",19.16,100,"32,000",556,"1,735","1,370",11.96,100,"30,000","3,925","35,562","8,338","3,873",100,"1,200"
244,효성,"67,100",상승,"2,500",+3.87%,"5,000","112,718","7,519","67,100","11,233","2,211",2.31,"5,000","108,500","66,400","67,200","43,409",283.53,"5,000","68,200","1,692","18,364","4,843",7.97,"5,000","65,100","3,564","16,740","22,728","29,071","5,000","3,000"
245,롯데웰푸드,"120,700",상승,"3,700",+3.16%,500,"10,929","1,313","120,600","11,231","1,571",13.12,500,"9,566","119,000","120,700","43,417",-11.25,500,"121,300",373,"21,153",820,13.13,500,"118,000",601,"9,305","40,443","9,197",500,"3,300"
246,태광산업,"997,000",상승,"72,000",+7.78%,"5,000","6,955","6,955","996,000","11,101",-272,4.43,"5,000","4,087","947,000","997,000","47,223",72.66,"5,000","1,037,000",33,"7,067","2,184",4.93,"5,000","947,000",201,"1,113","21,219","225,266","5,000","1,750"
247,LX인터내셔널,"28,500",상승,450,+1.60%,"5,000","135,661","3,873","28,500","11,047","4,892",5.65,"5,000","126,505","28,100","28,550","89,309",12.95,"5,000","28,750","13,544","56,113","2,695",22.05,"5,000","28,100","33,590","38,760","166,376","5,044","5,000","2,000"
248,RISE CD금리액티브(합성),"103,990",상승,30,+0.03%,0,"98,995","10,294","103,985","11,008",N/A,N/A,0,"2,924","103,985","103,990",N/A,N/A,0,"103,995","39,386",N/A,N/A,0.00,0,"103,985","38,439","10,586",N/A,N/A,0,N/A
249,효성티앤씨,"252,000",상승,"11,500",+4.78%,"5,000","14,559","3,663","252,000","10,906","2,707",9.97,"5,000","6,019","242,000","252,500","47,242",26.87,"5,000","255,500",556,"29,042","1,838",17.43,"5,000","242,000","1,218","4,328","77,761","25,287","5,000","10,000"
250,미래에셋생명,"6,050",상승,620,+11.42%,"5,000","298,203","1,772","6,000","10,709","1,221",8.81,"5,000","78,072","5,440","6,050","324,936",-17.88,"5,000","6,110","8,077","299,300","1,361",1.14,"5,000","5,440","27,817","177,016","47,961",687,"5,000",N/A
251,더블유게임즈,"49,800",상승,50,+0.10%,500,"48,771","2,428","49,800","10,705","2,487",6.14,500,"50,991","49,600","49,850","16,463",16.62,500,"50,300","7,118",899,"2,433",17.46,500,"49,500","2,001","21,496","6,335","8,108",500,"1,200"
252,SK케미칼,"61,900",상승,"3,000",+5.09%,"5,000","92,400","5,636","61,900","10,680",-452,36.43,"5,000","185,801","58,900","62,000","53,670",-154.23,"5,000","62,100","2,745","23,341",-44,11.11,"5,000","58,900","5,399","17,254","17,368","1,699","5,000","1,150"
253,롯데리츠,"3,695",상승,15,+0.41%,500,"315,643","1,173","3,695","10,677",420,43.47,500,"246,335","3,680","3,725","26,236",16.25,500,"3,755","31,061","14,542",106,7.72,500,"3,680","40,178","288,969",656,85,500,112
254,TIGER 차이나항셍테크,"7,895",상승,195,+2.53%,0,"1,419,460","11,214","7,890","10,516",N/A,N/A,0,"1,634,807","7,865","7,895",N/A,N/A,0,"7,965","112,977",N/A,N/A,0.41,0,"7,840","154,362","133,200",N/A,N/A,0,N/A
255,DL,"49,900",상승,"5,500",+12.39%,"5,000","351,715","17,034","49,900","10,457","4,125",26.11,"5,000","96,467","44,200","50,000","125,353",173.74,"5,000","50,400","3,166","77,492",948,14.00,"5,000","44,200","8,811","20,956","56,154","1,911","5,000","1,000"
256,LS에코에너지,"33,600",상승,"1,000",+3.07%,500,"73,470","2,454","33,550","10,290",448,29.19,500,"81,751","32,850","33,600","4,887",51.81,500,"33,800","3,663","2,917",353,3.38,500,"32,850","8,687","30,625","8,690","1,151",500,200
257,한화투자증권,"4,790",상승,420,+9.61%,"5,000","6,429,290","30,076","4,785","10,277",40,27.06,"5,000","2,312,820","4,500","4,790","140,181",-87.39,"5,000","4,800","61,722","123,119",389,8.66,"5,000","4,495","133,498","214,548","24,958",177,"5,000",N/A
258,롯데칠성,"110,600",상승,"2,900",+2.69%,500,"23,207","2,553","110,600","10,262","1,849",22.91,500,"16,552","107,700","110,700","43,725",-12.22,500,"110,800",459,"27,941",600,11.46,500,"107,700","1,280","9,279","40,245","4,828",500,"3,400"
259,TIGER CD1년금리액티브(합성),"1,045,710",상승,285,+0.03%,0,"17,507","18,307","1,045,705","10,046",N/A,N/A,0,"10,456","1,045,705","1,045,710",N/A,N/A,0,"1,045,710","218,152",N/A,N/A,0.00,0,"1,045,705","216,845",961,N/A,N/A,0,N/A
260,LX세미콘,"61,700",상승,"1,400",+2.32%,500,"34,761","2,141","61,700","10,035","1,671",7.39,500,"32,823","60,600","61,800","14,998",29.48,500,"62,100","1,658","4,202","1,305",30.96,500,"60,600","5,694","16,264","18,656","8,349",500,"2,400"
261,롯데관광개발,"13,150",상승,440,+3.46%,500,"811,143","10,686","13,140","10,022",390,-9.84,500,"1,312,839","13,140","13,150","21,666",164.36,500,"13,300","9,069","18,536","-1,166",6.16,500,"13,050","18,157","76,212","4,715","-1,336",500,0
262,TIGER TOP10,"11,315",상승,375,+3.43%,0,"428,467","4,812","11,235","9,935",N/A,N/A,0,"142,630","11,170","11,315",N/A,N/A,0,"11,315","61,675",N/A,N/A,31.28,0,"11,105","81,233","87,800",N/A,N/A,0,N/A
263,KODEX 25-12 은행채(AAA)액티브,"102,760",상승,30,+0.03%,0,883,90,"102,755","9,931",N/A,N/A,0,598,"102,755","102,760",N/A,N/A,0,"102,760","51,667",N/A,N/A,0.00,0,"102,755","56,282","9,664",N/A,N/A,0,N/A
264,하나 CD금리투자 ETN,"104,100",상승,25,+0.02%,0,28,2,"104,100","9,890",N/A,N/A,0,"13,516","104,100","104,105",N/A,N/A,0,"104,100","189,972",N/A,N/A,0.00,0,"104,100","190,000","9,500",N/A,N/A,0,N/A
265,한샘,"42,000",상승,750,+1.82%,"1,000","35,383","1,493","42,000","9,884",312,8.81,"1,000","29,850","41,250","42,100","10,673","1,504.29","1,000","42,700","1,632","7,166","1,511",13.67,"1,000","41,250","2,069","23,534","19,084","4,768","1,000","8,530"
266,KB발해인프라,"7,980",상승,120,+1.53%,0,"68,935",548,"7,970","9,779",N/A,N/A,0,"91,855","7,920","7,980",N/A,N/A,0,"8,000","4,033",N/A,N/A,0.09,0,"7,860","10,789","122,546",N/A,N/A,0,N/A
267,롯데정밀화학,"37,800",상승,600,+1.61%,"5,000","31,667","1,203","37,800","9,752",504,-52.28,"5,000","45,913","37,450","37,900","27,139",-67.46,"5,000","38,350","4,932","3,452",364,16.75,"5,000","37,350","3,550","25,800","16,705",-723,"5,000","1,400"
268,1Q 머니마켓액티브,"52,280",상승,10,+0.02%,0,"249,219","13,028","52,275","9,730",N/A,N/A,0,"80,376","52,280","52,280",N/A,N/A,0,"52,285","154,136",N/A,N/A,0.00,0,"52,270","252,521","18,612",N/A,N/A,0,N/A
269,TIGER 미국배당다우존스타겟커버드콜2호,"9,340",상승,60,+0.65%,0,"666,275","6,232","9,340","9,672",N/A,N/A,0,"435,613","9,325","9,345",N/A,N/A,0,"9,415","186,127",N/A,N/A,0.01,0,"9,325","91,565","103,550",N/A,N/A,0,N/A
270,SK디스커버리,"52,000",상승,"4,100",+8.56%,"5,000","133,403","6,771","52,000","9,541","1,726",12.88,"5,000","32,790","48,100","52,100","150,777",-32.78,"5,000","52,300","4,238","86,243",319,14.01,"5,000","48,100","11,310","18,348","90,396","4,037","5,000","1,700"
271,ESR켄달스퀘어리츠,"4,450",상승,120,+2.77%,"1,000","434,920","1,929","4,450","9,482",266,57.05,"1,000","239,217","4,375","4,455","25,252",9.74,"1,000","4,580","18,842","14,405",36,42.53,"1,000","4,370","6,514","213,089",569,78,"1,000",137
272,세방전지,"67,600",상승,"2,100",+3.21%,500,"53,664","3,584","67,600","9,464","1,797",5.42,500,"36,136","65,900","67,700","20,941",38.30,500,"67,800","3,743","5,863","1,723",25.26,500,"65,900","4,378","14,000","20,595","12,471",500,"1,100"
273,세아제강지주,"227,500",상승,"5,000",+2.25%,"5,000","11,218","2,567","227,000","9,422","2,116",20.33,"5,000","22,540","221,000","228,500","55,556",-64.19,"5,000","232,000",430,"28,974","1,170",7.26,"5,000","220,500",559,"4,142","36,751","11,193","5,000","1,800"
274,RISE 미국S&P500,"17,775",상승,240,+1.37%,0,"457,031","8,142","17,770","9,421",N/A,N/A,0,"187,379","17,810","17,775",N/A,N/A,0,"17,875","144,221",N/A,N/A,0.01,0,"17,775","208,401","53,000",N/A,N/A,0,N/A
275,지역난방공사,"81,200",상승,"3,200",+4.10%,"5,000","79,776","6,336","81,200","9,402","3,279",3.12,"5,000","45,857","77,300","81,300","83,622",4.20,"5,000","81,400",738,"60,940","2,099",4.06,"5,000","74,800","1,107","11,579","35,703","26,013","5,000","3,879"
276,삼성화재우,"303,000",상승,"17,000",+5.94%,500,"48,956","14,625","302,500","9,392",N/A,7.39,500,"19,759","290,500","303,000",N/A,N/A,500,"303,000",693,N/A,N/A,27.82,500,"287,500","2,310","3,100",N/A,"41,007",500,N/A
277,SNT홀딩스,"57,500",상승,"4,600",+8.70%,500,"126,231","7,184","57,400","9,375","2,312",6.51,500,"47,555","53,000","57,500","28,326",29.14,500,"58,750",841,"6,994","2,465",12.12,500,"52,900","2,368","16,304","18,205","8,835",500,"1,600"
278,SK네트웍스,"4,235",상승,140,+3.42%,"2,500","1,201,724","5,073","4,230","9,371","1,139",26.97,"2,500","379,666","4,105","4,235","51,571",41.44,"2,500","4,300","32,832","31,038",463,14.28,"2,500","4,105","22,294","221,278","76,573",157,"2,500",300
279,STX엔진,"23,300",상승,550,+2.42%,"2,500","247,289","5,695","23,300","9,354",422,18.36,"2,500","185,349","23,000","23,350","9,688",123.85,"2,500","23,400","7,993","6,922",272,3.35,"2,500","22,200","18,364","40,148","7,246","1,269","2,500",0
280,RISE 미국나스닥100,"21,940",상승,410,+1.90%,0,"331,879","7,305","21,935","9,346",N/A,N/A,0,"268,081","22,000","21,940",N/A,N/A,0,"22,070","12,070",N/A,N/A,0.01,0,"21,940","19,448","42,600",N/A,N/A,0,N/A
281,동양생명,"5,790",상승,280,+5.08%,"5,000","326,869","1,872","5,780","9,343","3,681",2.97,"5,000","111,947","5,560","5,790","345,472",25.08,"5,000","5,830","9,355","325,805","3,143",81.17,"5,000","5,560","5,314","161,359","34,994","1,948","5,000",N/A
282,동원시스템즈,"32,200",상승,150,+0.47%,"5,000","29,808",967,"32,200","9,335",919,13.95,"5,000","43,251","32,050","32,400","15,526",13.67,"5,000","32,900",653,"7,162",725,14.23,"5,000","31,900","1,336","28,991","13,343","2,309","5,000",600
283,SOL 조선TOP3플러스,"25,170",상승,440,+1.78%,0,"2,810,116","69,690","25,165","9,288",N/A,N/A,0,"1,909,939","24,730","25,170",N/A,N/A,0,"25,210","8,994",N/A,N/A,0.45,0,"24,120","25,185","36,900",N/A,N/A,0,N/A
284,코오롱인더,"33,000",상승,350,+1.07%,"5,000","101,037","3,365","33,000","9,081","1,587",10.31,"5,000","82,816","32,900","33,100","72,481",-20.50,"5,000","33,900","6,200","34,750","1,106",12.78,"5,000","32,800",944,"27,519","48,430","3,202","5,000","1,300"
285,SNT에너지,"43,800",상승,"1,200",+2.82%,500,"181,487","7,901","43,750","9,058",222,26.12,500,"124,774","41,900","43,800","5,166",7.04,500,"44,050","2,096","2,103",346,5.81,500,"41,700","5,106","20,681","2,943","1,677",500,500
286,HS효성첨단소재,"201,000",상승,"6,900",+3.55%,"5,000","14,677","2,967","201,000","9,005","2,197",28.10,"5,000","9,476","197,000","202,000","38,208",26.22,"5,000","206,000",834,"26,634",782,12.47,"5,000","196,000","2,700","4,480","33,112","7,152","5,000","6,500"
287,교보증권,"7,850",상승,420,+5.65%,"5,000","348,891","2,741","7,840","8,946","1,139",7.60,"5,000","301,627","7,670","7,850","158,983",62.11,"5,000","7,990","5,315","139,126","1,177",1.71,"5,000","7,590","20,720","113,963","31,663","1,033","5,000",500
288,미래에셋증권2우B,"6,480",상승,520,+8.72%,"5,000","4,443,778","28,528","6,470","8,910",N/A,5.27,"5,000","3,640,741","6,090","6,480",N/A,N/A,"5,000","6,650","72,893",N/A,N/A,10.60,"5,000","6,090","197,411","137,500",N/A,"1,229","5,000",N/A
289,TIGER 종합채권(AA-이상)액티브,"56,565",하락,400,-0.70%,0,"28,191","1,595","56,560","8,850",N/A,N/A,0,"19,676","56,925","56,565",N/A,N/A,0,"56,925","32,232",N/A,N/A,0.00,0,"56,485","36,803","15,646",N/A,N/A,0,N/A
290,GKL,"14,290",하락,420,-2.86%,500,"360,297","5,271","14,290","8,839",383,22.68,500,"365,033","14,880","14,310","6,162",-24.88,500,"15,100","7,894","2,027",331,13.50,500,"14,240","12,460","61,856","3,964",630,500,282
291,미원상사,"184,500",상승,500,+0.27%,500,"2,092",385,"184,000","8,764",599,15.91,500,"3,117","184,000","184,500","4,787",-10.85,500,"186,000",168,782,505,3.22,500,"182,300",215,"4,750","4,358","11,599",500,"2,000"
292,NICE평가정보,"14,700",상승,500,+3.52%,500,"97,130","1,424","14,670","8,747",868,11.36,500,"41,664","14,200","14,700","5,857",32.85,500,"14,880",415,"1,689",760,32.67,500,"14,130",352,"59,507","5,350","1,294",500,460
293,TIGER 단기통안채,"110,575",상승,25,+0.02%,0,"11,207","1,239","110,565","8,649",N/A,N/A,0,"9,012","110,565","110,575",N/A,N/A,0,"110,580","19,883",N/A,N/A,1.51,0,"110,560","10,796","7,822",N/A,N/A,0,N/A
294,SOL 종합채권(AA-이상)액티브,"114,515",하락,755,-0.65%,0,"4,171",477,"114,470","8,631",N/A,N/A,0,213,"114,885","114,505",N/A,N/A,0,"114,920","18,015",N/A,N/A,0.00,0,"114,365","17,395","7,537",N/A,N/A,0,N/A
295,빙그레,"89,800",상승,"1,400",+1.58%,"5,000","31,193","2,795","89,800","8,581","1,313",9.17,"5,000","31,833","89,900","90,000","10,031",16.95,"5,000","90,400","3,274","2,812","1,032",20.98,"5,000","89,000","2,056","9,556","14,630","9,794","5,000","3,300"
296,PLUS 고배당주,"17,705",상승,725,+4.27%,0,"1,688,660","29,691","17,705","8,562",N/A,N/A,0,"1,793,204","17,190","17,710",N/A,N/A,0,"17,710","27,878",N/A,N/A,0.36,0,"17,175","38,471","48,360",N/A,N/A,0,N/A
297,태영건설,"2,890",상승,95,+3.40%,500,"327,751",949,"2,890","8,510",206,52.55,500,"154,543","2,820","2,910","43,239",105.10,500,"2,955","11,923","37,967",668,0.19,500,"2,805","40,013","294,468","26,862",55,500,0
298,KIWOOM 200TR,"48,075",상승,"1,325",+2.83%,0,"111,284","5,321","48,055","8,509",N/A,N/A,0,"95,423","47,385","48,075",N/A,N/A,0,"48,095","3,760",N/A,N/A,0.01,0,"47,385","14,270","17,700",N/A,N/A,0,N/A
299,SOL 초단기채권액티브,"53,220",상승,15,+0.03%,0,"194,903","10,373","53,220","8,482",N/A,N/A,0,"220,723","53,220","53,225",N/A,N/A,0,"53,225","92,447",N/A,N/A,0.01,0,"53,220","121,470","15,938",N/A,N/A,0,N/A
300,세아베스틸지주,"23,150",상승,450,+1.98%,"5,000","179,142","4,148","23,150","8,302",523,81.23,"5,000","246,919","22,300","23,200","38,266",-73.39,"5,000","23,800","5,777","17,952",203,7.01,"5,000","22,200","7,393","35,862","36,361",285,"5,000","1,200"
301,KODEX 2차전지산업,"9,880",상승,135,+1.39%,0,"1,982,253","19,719","9,880","8,270",N/A,N/A,0,"2,334,446","9,865","9,890",N/A,N/A,0,"10,075","105,528",N/A,N/A,0.31,0,"9,840","25,382","83,700",N/A,N/A,0,N/A
302,미원에스씨,"164,000",상승,500,+0.31%,500,"2,076",341,"162,800","8,200",588,14.33,500,"1,428","164,700","164,000","5,121",160.87,500,"166,700",85,"1,058",546,0.84,500,"162,000",298,"5,000","5,093","11,447",500,"2,500"
303,KODEX 25-11 은행채(AA-이상)PLUS액티브,"10,560",하락,5,-0.05%,0,"24,921",263,"10,560","8,168",N/A,N/A,0,"30,565","10,570","10,565",N/A,N/A,0,"10,570","440,721",N/A,N/A,0.00,0,"10,560","420,712","77,350",N/A,N/A,0,N/A
