N,종목명,현재가,전일비변동,전일비,등락률,액면가,거래량,거래대금,매수호가,시가총액,영업이익,PER,액면가,전일거래량,시가,매도호가,자산총계,영업이익증가율,액면가,고가,매수총잔량,부채총계,당기순이익,외국인비율,액면가,저가,매도총잔량,상장주식수,매출액,주당순이익,액면가,보통주배당금
324,제이에스링크,"9,050",상승,40,+0.44%,500,"114,834","1,034","9,010","2,442",-91,-12.60,500,"85,791","9,010","9,050",544,-109.85,500,"9,200","2,967",294,-108,0.67,500,"8,830","11,809","26,978",159,-718,500,0
325,아이스크림미디어,"18,480",상승,290,+1.59%,500,"84,955","1,576","18,340","2,435",461,7.41,500,"122,390","18,490","18,480","2,229",35.41,500,"18,980",971,396,311,7.65,500,"18,000","1,299","13,177","1,522","2,493",500,738
326,GRT,"3,010",하락,75,-2.43%,0,"307,268",936,"3,010","2,434","1,470",3.09,0,"400,357","3,090","3,015","16,913",86.68,0,"3,150","12,521","7,628","1,105",80.45,0,"2,960","38,678","80,850","8,424",974,0,2
327,한중엔시에스,"26,850",하락,250,-0.92%,500,"151,769","4,064","26,800","2,432",96,13.19,500,"89,818","27,550","26,850","1,668",175.55,500,"27,550","8,579",864,154,0.93,500,"26,400","3,875","9,058","1,773","2,036",500,N/A
328,동방메디컬,"11,700",상승,420,+3.72%,500,"2,003,406","23,131","11,700","2,431",150,56.52,500,"878,986","11,270","11,710","1,504",-8.69,500,"11,930","10,799",696,31,2.69,500,"10,980","22,441","20,775","1,051",207,500,0
329,동신건설,"28,900",하락,450,-1.53%,500,"177,390","5,182","28,900","2,428",6,163.28,500,"555,686","28,500","28,950","1,126",-90.76,500,"30,650","7,060",139,30,0.64,500,"28,250","1,842","8,400",690,177,500,250
330,디아이티,"12,840",상승,260,+2.07%,100,"102,742","1,327","12,840","2,427",241,8.02,100,"54,202","12,750","12,850","2,409",178.68,100,"13,120","2,326",280,289,4.41,100,"12,370","1,275","18,900","1,167","1,601",100,380
331,다날,"3,515",상승,60,+1.74%,500,"3,915,967","13,865","3,510","2,424",14,39.49,500,"505,205","3,455","3,515","7,456",-60.17,500,"3,670","45,108","4,356",29,5.61,500,"3,390","73,890","68,949","2,609",89,500,N/A
332,나이스정보통신,"24,150",상승,"2,900",+13.65%,500,"415,234","9,823","24,100","2,415",399,6.78,500,"21,002","21,950","24,150","11,226",8.55,500,"24,600","3,408","7,367",377,23.35,500,"21,600","6,233","10,000","9,751","3,562",500,810
333,해성산업,"7,370",하락,50,-0.67%,500,"74,898",552,"7,360","2,399",714,-153.54,500,"126,317","7,460","7,370","25,920",-32.81,500,"7,460","2,209","12,440",-34,1.23,500,"7,290","2,119","32,557","22,204",-48,500,225
334,KH바텍,"10,110",하락,70,-0.69%,500,"62,342",634,"10,110","2,394",219,10.44,500,"45,324","10,200","10,120","3,871",-34.96,500,"10,300","4,070","1,248",213,7.95,500,"10,080","4,169","23,677","3,110",968,500,330
335,토비스,"14,870",상승,60,+0.41%,500,"81,960","1,222","14,840","2,389",584,4.37,500,"144,209","14,900","14,870","5,281",127.52,500,"15,030","2,392","2,636",613,12.64,500,"14,780","2,768","16,067","6,238","3,400",500,300
336,아이씨티케이,"17,800",하락,600,-3.26%,500,"706,261","12,683","17,800","2,389",-67,-35.67,500,"667,249","18,270","17,810",458,N/A,500,"18,280","34,527",28,-58,0.66,500,"17,770","9,168","13,421",67,-499,500,0
337,티로보틱스,"12,640",상승,70,+0.56%,500,"594,366","7,446","12,630","2,374",-70,-71.82,500,"1,059,408","12,640","12,640","1,070",14.71,500,"12,880","3,574",755,-8,2.36,500,"12,210","8,038","18,782",607,-176,500,0
338,윤성에프앤씨,"29,600",상승,"1,100",+3.86%,100,"23,709",695,"29,550","2,362",319,9.56,100,"20,494","28,750","29,600","3,009",20.55,100,"30,000","1,022","1,036",371,1.42,100,"28,100","1,240","7,979","2,713","3,097",100,200
339,네오팜,"14,620",하락,150,-1.02%,500,"109,454","1,595","14,620","2,343",247,9.73,500,"73,372","14,770","14,630","1,924",-2.58,500,"14,770","1,473",156,231,13.63,500,"14,420","2,378","16,028","1,190","1,503",500,600
340,휴림로봇,"2,125",하락,5,-0.23%,500,"2,196,216","4,637","2,120","2,343",-49,-106.25,500,"3,956,195","2,135","2,125","3,349",-165.20,500,"2,135","256,995","1,225",-94,2.46,500,"2,080","231,387","110,238","1,331",-20,500,N/A
341,파멥신,"2,915",보합,0,0.00%,500,0,0,0,"2,338",-77,-44.85,500,0,0,0,543,36.27,500,0,0,66,-49,0.00,500,0,0,"80,201",39,-65,500,N/A
342,셀비온,"18,220",하락,110,-0.60%,500,"109,608","2,007","18,210","2,335",-71,-29.25,500,"135,650","18,330","18,270",344,-41.51,500,"18,600","1,418",48,-73,4.84,500,"18,000","1,368","12,816",23,-623,500,0
343,씨어스테크놀로지,"18,530",하락,280,-1.49%,500,"57,654","1,069","18,530","2,333",-87,-33.33,500,"98,571","18,810","18,610",281,11.44,500,"18,810","1,221",67,-89,3.27,500,"18,300","1,851","12,591",81,-556,500,N/A
344,엑스게이트,"8,170",상승,70,+0.86%,100,"190,163","1,542","8,160","2,332",35,80.89,100,"239,092","8,120","8,170",671,-15.05,100,"8,190","22,508",227,40,0.45,100,"8,040","18,909","28,543",432,101,100,N/A
345,앱클론,"12,200",하락,620,-4.84%,500,"265,448","3,280","12,200","2,329",-156,-13.02,500,"264,105","13,060","12,210",482,-33.87,500,"13,060","2,978",188,-163,7.69,500,"11,830","4,083","19,093",23,-937,500,0
346,온코닉테라퓨틱스,"21,100",보합,0,0.00%,500,"123,992","2,607","21,100","2,321",-48,-24.23,500,"196,918","20,950","21,150",609,-315.06,500,"21,300","10,608",49,-81,1.14,500,"20,800","6,048","11,002",148,-871,500,0
347,펨트론,"10,800",상승,420,+4.05%,500,"350,319","3,738","10,790","2,299",-36,-72.00,500,"96,957","10,440","10,800",717,-144.94,500,"11,110",990,436,-19,6.34,500,"9,930","3,025","21,288",570,-150,500,N/A
348,에스오에스랩,"12,990",하락,660,-4.84%,100,"747,556","9,840","12,980","2,297",-128,-16.08,100,"705,841","13,820","12,990",391,-54.09,100,"13,820","10,475",71,-120,3.10,100,"12,800","6,950","17,682",49,-808,100,N/A
349,아스트,580,하락,3,-0.51%,500,"837,628",486,579,"2,292",-64,20.00,500,"879,479",583,580,"5,620",82.42,500,587,"77,974","2,659",-171,1.33,500,572,"72,317","395,158","1,714",29,500,0
350,모두투어,"12,100",하락,270,-2.18%,500,"104,545","1,275","12,100","2,287",47,22.87,500,"112,212","12,370","12,110","2,349",-59.75,500,"12,380","5,423","1,638",108,13.18,500,"12,050","4,744","18,900","2,516",529,500,250
351,모트렉스,"9,190",하락,110,-1.18%,500,"77,694",716,"9,190","2,285",436,13.40,500,"56,492","9,300","9,210","9,318",-18.01,500,"9,310","11,850","6,600",193,2.75,500,"9,160","2,331","24,862","5,869",686,500,162
352,위지윅스튜디오,"1,333",하락,7,-0.52%,500,"545,592",736,"1,333","2,280",-118,-4.27,500,"469,377","1,328","1,340","2,935",41.74,500,"1,390","41,626","1,199",-603,5.18,500,"1,327","9,432","171,049",804,-312,500,N/A
353,박셀바이오,"9,800",상승,10,+0.10%,500,"75,180",737,"9,750","2,279",-150,-20.90,500,"97,389","9,760","9,800",769,-30.68,500,"9,940","6,182",49,-106,4.01,500,"9,710","7,468","23,257",19,-469,500,0
354,세경하이테크,"6,330",하락,40,-0.63%,500,"413,364","2,674","6,330","2,270",315,7.80,500,"251,184","6,370","6,350","3,450",-12.96,500,"6,680","28,388",962,413,9.58,500,"6,320","4,221","35,860","3,203",812,500,100
355,에스바이오메딕스,"19,140",하락,400,-2.05%,500,"86,526","1,648","19,130","2,270",-54,-31.38,500,"66,477","19,500","19,140",446,9.06,500,"19,500","1,211",263,-58,0.73,500,"18,860",767,"11,860",137,-610,500,0
356,안트로젠,"22,500",하락,100,-0.44%,500,"8,937",203,"22,500","2,251",-37,-90.73,500,"21,027","22,950","22,600","1,161",26.09,500,"23,000","1,794",59,-23,4.65,500,"22,450","2,858","10,006",69,-248,500,N/A
357,인터로조,"17,000",하락,210,-1.22%,500,"80,944","1,369","16,860","2,247",58,-104.29,500,"119,791","17,210","17,000","2,344",12.02,500,"17,210","1,094",645,2,8.69,500,"16,700","2,097","13,216","1,158",-163,500,300
358,파이버프로,"6,820",하락,10,-0.15%,100,"200,991","1,390","6,810","2,241",72,30.72,100,"112,907","6,830","6,820",499,175.42,100,"7,040","6,142",113,72,2.00,100,"6,780","4,425","32,854",329,222,100,66
359,제넥신,"4,910",보합,0,0.00%,500,"63,617",313,"4,905","2,236",-372,-3.01,500,"69,404","5,000","4,910","3,450",9.69,500,"5,000","8,426",834,-637,3.84,500,"4,865",985,"45,540",29,"-1,633",500,N/A
360,원일티엔아이,"26,600",하락,250,-0.93%,500,"108,029","2,885","26,550","2,229",64,N/A,500,"130,374","27,150","26,600",730,122.86,500,"27,200","9,784",369,79,0.29,500,"26,300","5,634","8,381",422,N/A,500,0
361,피에이치에이,"10,600",상승,40,+0.38%,500,"32,155",340,"10,600","2,226",515,3.87,500,"39,266","10,560","10,610","10,696",6.60,500,"10,720","1,721","2,694",619,12.52,500,"10,480","1,354","21,000","11,529","2,739",500,350
362,SG,"2,250",하락,25,-1.10%,100,"682,378","1,540","2,245","2,218",-61,-9.04,100,"563,265","2,235","2,250","2,328",54.95,100,"2,295","103,145","1,461",-362,0.95,100,"2,230","35,294","98,559","1,189",-249,100,0
363,우양에이치씨,"15,230",상승,70,+0.46%,500,"61,800",950,"15,170","2,216",311,16.07,500,"24,969","15,690","15,230","2,609",23.02,500,"15,750","1,162",878,274,0.70,500,"15,070",518,"14,548","1,832",948,500,N/A
364,케이티알파,"4,490",상승,15,+0.34%,"1,000","78,881",354,"4,485","2,201",246,9.89,"1,000","125,598","4,465","4,490","4,621",156.07,"1,000","4,545","11,385","2,009",197,1.16,"1,000","4,445","8,490","49,019","3,882",454,"1,000",N/A
365,풍원정밀,"10,440",하락,300,-2.79%,500,"19,127",203,"10,430","2,197",-182,-7.27,500,"18,308","10,740","10,480",963,16.80,500,"10,940","2,225",689,-301,0.47,500,"10,390","1,456","21,040",493,"-1,436",500,0
366,네오위즈홀딩스,"25,500",상승,"1,650",+6.92%,500,"78,536","1,998","25,450","2,191",204,-13.36,500,"17,255","24,600","25,500","8,225",17.46,500,"25,950","6,919","1,467",-196,3.27,500,"24,400","5,448","8,594","3,681","-1,908",500,313
367,하이비젼시스템,"14,560",상승,60,+0.41%,500,"109,747","1,609","14,560","2,176",310,6.73,500,"52,324","14,500","14,600","3,657",-47.30,500,"14,850","4,300",761,404,13.74,500,"14,480","2,552","14,942","3,120","2,163",500,400
368,엑세스바이오,"5,750",하락,70,-1.20%,0,"212,459","1,231","5,750","2,169",-42,-22.20,0,"443,573","5,860","5,760","7,409",-119.59,0,"5,890","12,145",884,-11,4.56,0,"5,700","4,898","37,728","1,125",-259,0,N/A
369,에이디테크놀로지,"16,120",상승,750,+4.88%,500,"97,767","1,571","16,110","2,167",-170,-12.98,500,"81,288","15,500","16,120","2,449",2.61,500,"16,290","1,138","1,133",-152,2.03,500,"15,330","7,335","13,441","1,065","-1,242",500,N/A
370,티씨머티리얼즈,"6,330",하락,420,-6.22%,500,"1,829,489","11,955","6,330","2,167",109,34.03,500,"5,273,080","6,650","6,340",762,25.76,500,"6,810","74,756",193,63,0.76,500,"6,310","6,335","34,228","3,039",186,500,0
371,푸른소나무,"8,790",보합,0,0.00%,500,0,0,0,"2,161",-15,-32.20,500,0,0,0,116,85.36,500,0,0,89,-77,0.00,500,0,0,"24,580",37,-273,500,N/A
372,포바이포,"19,400",하락,240,-1.22%,500,"2,441,756","47,554","19,390","2,156",-139,-21.44,500,"4,440,100","19,820","19,400",590,14.56,500,"20,400","8,603",285,-123,0.13,500,"18,560","6,721","11,113",333,-905,500,N/A
373,로체시스템즈,"14,040",상승,40,+0.29%,500,"35,483",505,"14,040","2,148",198,15.28,500,"40,010","14,050","14,160","1,575",65.83,500,"14,530","2,800",352,121,42.88,500,"13,950","1,194","15,297","1,601",919,500,50
374,아나패스,"17,680",상승,180,+1.03%,500,"24,200",426,"17,540","2,143",200,11.12,500,"42,863","17,490","17,680","1,176",348.44,500,"17,870","3,785",449,189,4.40,500,"17,450","1,820","12,123","1,822","1,590",500,N/A
375,뉴파워프라즈마,"4,905",상승,5,+0.10%,100,"157,642",770,"4,900","2,143",325,10.78,100,"80,442","4,905","4,905","9,415",102.30,100,"4,920","5,400","5,465",232,4.18,100,"4,850","6,924","43,693","5,198",455,100,50
376,미래반도체,"14,780",상승,250,+1.72%,100,"120,691","1,789","14,780","2,134",102,26.30,100,"66,601","14,520","14,790","1,333",8.79,100,"15,050","2,163",474,60,0.66,100,"14,450","1,277","14,438","4,876",562,100,N/A
377,씨에스베어링,"7,810",상승,150,+1.96%,500,"449,086","3,477","7,800","2,130",21,36.84,500,"456,090","7,740","7,810","1,480","3,596.39",500,"7,900","3,108",542,25,1.38,500,"7,620","26,811","27,270","1,054",212,500,N/A
378,제일일렉트릭,"9,570",하락,30,-0.31%,500,"228,874","2,178","9,570","2,126",89,20.49,500,"287,013","9,630","9,580","2,193",N/A,500,"9,710","10,301",648,104,1.54,500,"9,420","5,105","22,220","1,863",467,500,100
379,한국캐피탈,671,상승,5,+0.75%,500,"294,110",197,671,"2,118",969,2.62,500,"473,736",667,676,"44,603",17.93,500,677,"52,402","37,866",811,0.28,500,666,"148,312","315,610","4,626",256,500,30
380,어보브반도체,"11,910",상승,900,+8.17%,500,"668,227","7,840","11,900","2,118",-51,30.62,500,"236,319","11,320","11,910","2,930",65.17,500,"12,020","5,945","1,385",-181,4.22,500,"11,170","18,721","17,781","2,321",389,500,150
381,잉글우드랩,"10,650",하락,100,-0.93%,0,"167,365","1,789","10,650","2,116",188,13.02,0,"221,062","10,770","10,660","1,997",-34.86,0,"10,810","6,004",558,196,10.78,0,"10,570","6,502","19,868","1,822",818,0,103
382,쓰리빌리언,"6,670",하락,100,-1.48%,100,"259,163","1,739","6,670","2,116",-74,-29.00,100,"252,834","6,810","6,680",302,11.17,100,"6,830","16,298",19,-66,5.46,100,"6,650","8,530","31,722",58,-230,100,N/A
383,한국알콜,"9,780",상승,210,+2.19%,500,"120,139","1,170","9,770","2,113",274,7.91,500,"112,901","9,610","9,780","6,549",25.38,500,"9,870","7,410",930,304,2.64,500,"9,570","8,837","21,606","4,210","1,237",500,110
384,폴라리스AI,"2,905",하락,30,-1.02%,500,"1,420,762","4,135","2,905","2,112",-13,55.87,500,"3,088,796","2,905","2,910","1,160",-189.87,500,"2,970","187,485",203,11,1.35,500,"2,880","69,710","72,696",531,52,500,0
385,압타바이오,"7,830",하락,150,-1.88%,500,"45,011",355,"7,830","2,105",-189,-7.02,500,"56,306","7,850","7,850",774,-15.15,500,"8,020","5,764",232,-294,1.66,500,"7,830","1,155","26,881",34,"-1,115",500,N/A
386,오가노이드사이언스,"32,100",하락,500,-1.53%,500,"734,253","24,817","32,100","2,100",-122,-15.04,500,"351,339","33,400","32,200",259,-24.91,500,"35,400","64,411",106,-115,0.94,500,"32,100","2,588","6,541",20,"-2,134",500,0
387,서호전기,"40,750",상승,650,+1.62%,500,"58,160","2,379","40,750","2,099",16,13.70,500,"59,285","40,900","40,900","1,020",-87.32,500,"41,650","1,730",126,115,3.98,500,"40,100","1,505","5,150",465,"2,974",500,"2,500"
388,디앤씨미디어,"16,720",하락,310,-1.82%,500,"50,013",840,"16,720","2,094",103,19.26,500,"99,721","16,950","16,780","1,153",194.82,500,"17,080","1,431",272,108,1.42,500,"16,660","1,332","12,524",835,868,500,N/A
389,탑머티리얼,"25,700",하락,150,-0.58%,500,"37,607",972,"25,700","2,093",-72,-18.99,500,"46,356","25,850","25,800","2,074",-152.29,500,"26,300","6,771",663,-82,0.00,500,"25,350",921,"8,144","1,061","-1,353",500,0
390,아미코젠,"3,800",하락,795,-17.30%,500,"3,009,346","12,545","3,795","2,091",-71,-3.95,500,"649,996","4,600","3,800","2,942",-442.93,500,"4,980","13,959","1,711",-509,6.51,500,"3,740","30,873","55,018","1,736",-963,500,N/A
391,와이즈넛,"15,930",상승,440,+2.84%,500,"876,388","13,710","15,930","2,086",17,159.30,500,"3,564,490","15,490","15,940",580,-50.74,500,"15,950","1,528",66,31,0.03,500,"15,260","18,134","13,097",349,100,500,71
392,레드캡투어,"12,460",상승,70,+0.56%,500,"54,338",673,"12,450","2,083",436,8.64,500,"64,964","12,390","12,460","6,972",12.37,500,"12,480","2,715","4,816",202,9.47,500,"12,270","9,915","16,721","3,589","1,442",500,"2,150"
393,동국산업,"3,840",상승,75,+1.99%,"1,000","94,885",363,"3,840","2,083",120,-37.28,"1,000","36,525","3,810","3,870","9,428",144.20,"1,000","3,880","8,188","4,545",-296,5.32,"1,000","3,755","4,764","54,244","7,903",-103,"1,000",130
394,에브리봇,"16,960",하락,260,-1.51%,500,"106,929","1,814","16,960","2,080",-22,"2,120.00",500,"169,790","17,180","16,980","1,177",N/A,500,"17,180","5,117",508,3,0.00,500,"16,830","1,700","12,262",298,8,500,N/A
395,텔레칩스,"13,730",상승,280,+2.08%,500,"63,056",868,"13,730","2,079",49,-5.80,500,"57,251","13,560","13,760","3,779",-70.95,500,"14,000","3,755","1,761",-386,1.47,500,"13,460","1,457","15,144","1,866","-2,369",500,60
396,DSC인베스트먼트,"7,700",상승,410,+5.62%,500,"8,822,333","67,401","7,700","2,079",150,28.73,500,"6,662,959","7,290","7,710","1,578",-14.77,500,"8,070","34,507",435,106,1.90,500,"7,070","42,765","27,000",386,268,500,40
397,디지털대성,"7,490",하락,110,-1.45%,500,"27,235",204,"7,480","2,073",237,12.85,500,"21,524","7,580","7,490","3,380",-5.28,500,"7,590","4,882","1,769",161,3.13,500,"7,450","14,579","27,675","2,177",583,500,500
398,휴마시스,"1,602",하락,12,-0.74%,100,"1,885,270","3,031","1,601","2,073",-106,-6.14,100,"3,018,786","1,614","1,602","3,319",79.83,100,"1,624","89,388",828,-356,5.98,100,"1,590","17,449","129,375",254,-261,100,N/A
399,대양전기공업,"21,650",상승,100,+0.46%,500,"56,933","1,231","21,600","2,071",157,9.57,500,"70,835","21,550","21,650","3,086",320.05,500,"22,000","5,501",633,196,5.84,500,"21,350","4,725","9,567","1,963","2,263",500,100
400,비츠로테크,"7,900",상승,180,+2.33%,500,"245,915","1,937","7,890","2,070",511,25.32,500,"86,690","7,930","7,900","5,905",77.36,500,"7,970","5,991","1,679",415,5.07,500,"7,790","19,349","26,200","4,283",312,500,50
401,뷰웍스,"21,150",하락,50,-0.24%,500,"23,804",506,"21,150","2,062",223,13.57,500,"42,767","21,550","21,250","3,229",19.19,500,"21,550","11,566",861,211,33.17,500,"21,050","3,390","9,750","2,229","1,559",500,600
402,LB세미콘,"3,540",상승,160,+4.73%,500,"125,428",440,"3,535","2,056",-188,-6.83,500,"69,127","3,380","3,540","8,060",-48.16,500,"3,557","6,842","4,598",-230,28.98,500,"3,380","13,802","58,083","4,509",-518,500,N/A
403,퀄리타스반도체,"14,590",상승,240,+1.67%,500,"193,642","2,837","14,590","2,044",-227,-10.43,500,"90,836","14,510","14,600",640,-102.87,500,"14,910","3,703",134,-191,0.26,500,"14,290","3,135","14,011",61,"-1,399",500,N/A
404,앱트뉴로사이언스,"1,284",상승,74,+6.12%,100,"1,398,296","1,756","1,284","2,039",-128,-23.35,100,"918,759","1,212","1,285","2,064",-94.80,100,"1,288","34,067","1,255",-192,3.96,100,"1,212","17,791","158,791",184,-55,100,0
405,쇼박스,"3,250",상승,40,+1.25%,500,"145,392",471,"3,250","2,036",245,34.57,500,"150,802","3,250","3,255","1,540",186.67,500,"3,255","13,899",219,274,2.83,500,"3,205","96,237","62,638",931,94,500,150
406,와이지-원,"6,040",하락,20,-0.33%,500,"131,053",792,"6,030","2,028",558,16.73,500,"197,434","6,060","6,040","10,762",2.07,500,"6,100","22,521","6,726",170,19.32,500,"5,990","24,421","33,574","5,750",361,500,160
407,유비케어,"3,880",상승,15,+0.39%,500,"123,054",476,"3,875","2,025",52,176.36,500,"132,833","3,865","3,880","1,601",47.12,500,"3,885","7,815",523,-16,2.18,500,"3,850","16,797","52,197","1,906",22,500,30
408,이엠텍,"11,790",상승,370,+3.24%,500,"129,523","1,522","11,730","2,020",-305,-4.21,500,"102,884","11,330","11,790","3,462",-109.01,500,"11,990","2,969","1,398",-447,6.30,500,"11,300","2,082","17,133","1,676","-2,801",500,N/A
409,멀티캠퍼스,"34,050",상승,350,+1.04%,500,"7,812",265,"33,950","2,018",389,6.85,500,"8,279","33,850","34,050","3,207",-3.37,500,"34,250","1,408",997,315,7.35,500,"33,450","5,402","5,927","3,527","4,970",500,"2,100"
410,오로스테크놀로지,"21,500",상승,500,+2.38%,500,"29,971",651,"21,500","2,014",61,18.50,500,"23,784","21,300","21,550",944,156.71,500,"22,100","2,408",262,59,0.78,500,"20,950","2,940","9,367",614,"1,162",500,N/A
411,그래디언트,"14,660",하락,290,-1.94%,"2,500","47,489",701,"14,660","2,005",-55,-4.39,"2,500","22,915","14,950","14,670","17,380",-289.46,"2,500","15,000","1,639","9,559",-260,4.16,"2,500","14,530","2,694","13,677","33,179","-3,341","2,500",200
412,소룩스,"4,115",상승,30,+0.73%,500,"251,368","1,025","4,115","1,996",-66,-3.93,500,"489,687","4,100","4,140","1,173","-1,383.71",500,"4,150","2,704",390,-410,0.60,500,"4,010","10,811","48,499",507,"-1,046",500,0
413,아티스트컴퍼니,"12,800",하락,10,-0.08%,500,"71,214",908,"12,780","1,996",-31,-22.57,500,"117,156","12,740","12,800",526,3.95,500,"12,910","3,813",293,-78,1.96,500,"12,630","2,092","15,591",213,-567,500,N/A
414,아바코,"13,370",상승,180,+1.36%,500,"79,290","1,062","13,370","1,994",211,9.86,500,"48,103","13,260","13,390","3,907",378.73,500,"13,540","5,183","1,895",264,7.08,500,"13,150","3,359","14,913","3,055","1,356",500,500
415,리파인,"11,450",상승,160,+1.42%,100,"45,520",522,"11,410","1,984",205,10.94,100,"24,898","11,220","11,450","1,816",-9.08,100,"11,730","2,350",112,206,2.90,100,"11,220",406,"17,330",678,"1,047",100,N/A
416,인터플렉스,"8,450",상승,150,+1.81%,500,"51,768",439,"8,440","1,971",344,3.95,500,"24,816","8,300","8,450","3,649",58.79,500,"8,580","1,683",831,551,3.01,500,"8,300","3,041","23,327","4,975","2,140",500,N/A
417,이화전기,899,보합,0,0.00%,200,0,0,0,"1,968",17,-40.86,200,0,0,0,"2,799",-51.38,200,0,0,523,-137,0.88,200,0,0,"218,949",645,-22,200,0
418,파인엠텍,"5,310",상승,60,+1.14%,500,"123,969",654,"5,310","1,964",-79,-8.88,500,"135,777","5,250","5,340","3,333",-138.90,500,"5,370","10,559","1,691",-158,2.21,500,"5,210","9,782","36,988","3,822",-598,500,N/A
419,노바텍,"18,570",상승,890,+5.03%,500,"214,783","3,921","18,560","1,964",126,13.17,500,"120,675","17,890","18,570","1,834",-50.75,500,"18,590","1,580",125,172,1.02,500,"17,890","3,382","10,576",658,"1,410",500,"1,409"
420,더즌,"2,745",상승,210,+8.28%,100,"5,459,944","14,806","2,740","1,960",100,17.05,100,"916,190","2,515","2,745","1,157",-6.08,100,"2,825","47,921",743,99,0.72,100,"2,505","45,264","71,413",627,161,100,0
421,아가방컴퍼니,"5,960",상승,490,+8.96%,500,"3,679,572","21,714","5,960","1,960",152,18.12,500,"567,643","5,520","5,970","2,238",-8.27,500,"6,200","11,855",562,102,3.22,500,"5,470","43,616","32,888","1,827",329,500,N/A
422,AP위성,"12,970",상승,10,+0.08%,500,"93,810","1,219","12,970","1,956",73,31.71,500,"90,599","12,960","12,980","1,352",-27.51,500,"13,150","4,033",299,104,0.06,500,"12,910","2,835","15,082",586,409,500,N/A
423,국전약품,"3,910",하락,190,-4.63%,100,"619,639","2,499","3,910","1,954",4,134.83,100,"1,677,736","4,160","3,930","2,123",-94.33,100,"4,190","26,493","1,148",5,0.76,100,"3,910","8,424","49,966","1,365",29,100,10
424,네패스,"8,470",상승,330,+4.05%,500,"114,311",965,"8,470","1,953",34,-4.88,500,"85,913","8,220","8,480","7,101",-66.22,500,"8,600","2,367","5,029",-794,6.48,500,"8,140","2,446","23,059","4,643","-1,736",500,N/A
425,랩지노믹스,"2,630",하락,45,-1.68%,500,"1,988,000","5,276","2,630","1,953",-185,-9.67,500,"2,415,647","2,675","2,635","2,957",-167.09,500,"2,695","252,551",793,-239,2.51,500,"2,610","47,180","74,240",859,-272,500,N/A
426,나무가,"13,250",상승,330,+2.55%,500,"28,130",370,"13,240","1,946",209,8.26,500,"19,289","12,920","13,250","2,644",-7.82,500,"13,250","2,159",975,261,2.45,500,"12,900","2,385","14,685","4,504","1,604",500,650
427,나인테크,"3,640",하락,45,-1.22%,100,"2,767,064","10,105","3,635","1,944",46,-19.06,100,"4,531,518","3,685","3,640","1,860",249.45,100,"3,730","76,331","1,019",-54,1.61,100,"3,560","48,515","53,398","1,972",-191,100,0
428,케이프,"6,230",상승,10,+0.16%,500,"129,550",807,"6,230","1,925",390,21.26,500,"135,417","6,180","6,240","24,047",-4.79,500,"6,320","20,410","21,452",183,2.36,500,"6,170","20,156","30,902","5,165",293,500,300
429,하나기술,"24,000",상승,550,+2.35%,500,"49,792","1,196","23,950","1,919",-264,-12.90,500,"43,505","23,500","24,000","2,400",-318.01,500,"24,500","3,741","1,421",-155,1.10,500,"23,500","6,225","7,995",942,"-1,861",500,0
430,대원산업,"9,550",하락,90,-0.93%,500,"34,044",326,"9,530","1,914",750,2.16,500,"39,145","9,640","9,550","7,117",58.72,500,"9,800","12,332","1,993",726,12.87,500,"9,510","1,847","20,038","9,315","4,430",500,200
431,BGF에코머티리얼즈,"3,040",상승,15,+0.50%,500,"39,605",120,"3,025","1,908",140,13.63,500,"24,882","3,005","3,040","7,152",-18.51,500,"3,080","3,767","2,213",155,1.02,500,"2,980","24,544","62,767","3,643",223,500,50
432,이크레더블,"15,780",상승,80,+0.51%,500,"13,688",216,"15,780","1,900",150,14.57,500,"7,628","15,850","15,790",594,18.68,500,"15,880","1,166",104,129,8.91,500,"15,710","1,338","12,044",451,"1,083",500,"1,590"
433,우진엔텍,"20,450",상승,920,+4.71%,500,"382,995","7,867","20,400","1,896",53,40.58,500,"202,649","21,250","20,450",517,-9.74,500,"21,250","14,108",43,54,0.57,500,"20,000","15,750","9,271",440,504,500,200
434,이수앱지스,"5,130",상승,40,+0.79%,500,"90,468",463,"5,130","1,895",134,8.23,500,"64,876","5,100","5,140","1,602",244.86,500,"5,170","20,073",594,147,3.19,500,"5,050","14,384","36,937",603,623,500,0
435,덕산하이메탈,"4,165",상승,95,+2.33%,200,"129,249",537,"4,160","1,892",186,15.20,200,"69,532","4,110","4,165","8,185",269.97,200,"4,210","5,841","3,636",313,2.12,200,"4,065","17,930","45,437","2,359",274,200,N/A
436,유니셈,"6,140",상승,130,+2.16%,500,"159,506",980,"6,130","1,883",100,13.80,500,"79,405","6,040","6,140","2,631",-42.64,500,"6,230","7,793",348,155,7.09,500,"5,990","6,997","30,664","2,182",445,500,80
437,KZ정밀,"11,930",보합,0,0.00%,500,"9,257",111,"11,930","1,879",152,14.32,500,"6,518","11,930","11,960","6,044",-26.95,500,"12,000","4,644","1,221",192,5.87,500,"11,880","1,413","15,750","1,127",833,500,800
438,현대사료,994,보합,0,0.00%,100,0,0,0,"1,873",27,4.38,100,0,0,0,"1,170",-56.45,100,0,0,281,284,2.38,100,0,0,"188,472","1,285",227,100,N/A
